"INSPECTION_ID","FACILITYID","INSPECTION_DATE","REQUIRE_REINSPECTION","CERTIFIED_FOOD_HANDLER","INSPECTION_TYPE","CHARGE_REVOCKED","Actions","CHARGE_DATE"
"{34507E3D-A793-433E-A173-005C87714944}","65D1F7D2-1F60-4CE4-B2CB-666AD8F09F17","2015/09/18","N","No","Compliance Inspection","","",""
"{C72E9CF2-0961-422D-89A6-0063ADB3FC04}","DC82DE37-086D-46B6-9A92-1E1C5389CE68","2015/09/25","N","Yes","Compliance Inspection","","",""
"{E6A678E5-91B6-42E8-A251-006E4FA4D35C}","50F23487-B79B-439E-A9C2-43BE7255FFA1","2014/07/30","N","No","Compliance Inspection","","",""
"{360D30AF-2CAF-45E2-8769-0071205F5DF5}","18AF986C-E39F-4EE9-B53A-EF7F3C08C960","2015/07/07","N","No","Re-inspection","","",""
"{721E86C0-EE0F-4DE7-84E3-0078FF7D4A2C}","817B2E64-5132-4043-B7C2-BC0474902F89","2014/10/15","N","Yes","Compliance Inspection","","",""
"{3CF18E89-819D-4765-9084-007F009D6684}","11239ABA-9841-4DC5-914C-05AFAAD65D4F","2015/05/25","N","Yes","Compliance Inspection","","",""
"{488F4437-6433-49AA-80F7-0082531B4689}","A7F0F1C8-5C73-458D-A70E-BFF7517B713F","2015/09/16","N","No","Compliance Inspection","","",""
"{DDD4844E-5966-4280-BE1F-0088CE1FC055}","EF83A0E2-9906-434D-B090-2CDF827E0973","2015/01/28","N","Yes","Compliance Inspection","","",""
"{63009035-5FFA-4AC8-AEAC-008A860FCC23}","D14BD483-7EAE-4050-8772-B44A00DDADE2","2015/01/13","N","No","Compliance Inspection","","",""
"{49992852-40E4-4A48-BD12-00906C28C1C2}","3C864799-7A3F-4972-85C7-282EC3FCB7D2","2015/04/22","N","No","Compliance Inspection","","",""
"{C26AD8F3-D9D9-4913-BAF9-00A256979BE8}","2BBD7346-58A8-43B5-A8FC-88A8F958C155","2014/09/24","Y","Yes","Compliance Inspection","","Re-inspection Required",""
"{A755EAD7-2C3A-4344-A281-00A9EF9E9928}","D918FB35-DB2C-43C4-890B-4669B44D0B54","2014/10/15","N","No","Re-inspection","","",""
"{708582EE-23C4-4507-A126-00AD893B200C}","45DF7FE3-69A0-481F-8931-21475EC8D401","2014/03/25","N","Yes","Compliance Inspection","","",""
"{A296B08D-5A24-4B9F-B1F8-00B2C72DCDF8}","2CF5D7E5-D143-4706-A288-EEA18F8FE26F","2014/09/16","N","Yes","Compliance Inspection","","",""
"{1EF3B28D-D466-4E0B-96A3-00B587EE3481}","12025D51-80AE-4146-BD41-4516CBE43919","2015/09/24","Y","No","Compliance Inspection","","Re-inspection Required",""
"{93E9812F-205C-490E-AF9C-00B90D0A1E45}","5D4A6FB1-8769-45DA-9BB4-008BEA356AC7","2015/03/09","N","No","Compliance Inspection","","",""
"{9020E38C-B617-4651-800A-00C32913B3BA}","E463F160-4391-452E-9BF2-FCE22CAE8827","2015/08/05","Y","No","Compliance Inspection","","Re-inspection Required",""
"{D4FE759B-3E4D-4569-A4B7-00C3840CB595}","9BFA919E-20AB-49F8-8351-FDC3514C3D39","2015/10/28","N","No","Compliance Inspection","","",""
"{D532AC63-FF27-4AB1-87F4-00C54B4B3CEF}","3CCAF367-8EFC-4204-9EAF-722F65C2547E","2015/06/11","N","No","Compliance Inspection","","",""
"{6C38F132-C3F6-434C-BD9E-00C9A85E54AA}","A5B94D16-7BB4-478E-B13E-32E46AE23855","2015/08/31","N","Yes","Compliance Inspection","","",""
"{A871BB75-9078-4209-A76C-00CC47FE1DC1}","132475C5-EC79-483E-A827-FAEC6CF9F493","2014/12/02","N","Yes","Compliance Inspection","","",""
"{F05A2A9A-F4D5-4477-BF5D-00D1ADFD78F3}","EEBC7D62-1831-40C4-8826-12C82168B7AA","2013/11/28","Y","Yes","Compliance Inspection","","Re-inspection Required",""
"{BB74F3AD-0EE1-4EA8-9F16-00D4E31731DB}","A7C25802-50FD-4D6D-84FC-20671C6A1E7B","2015/08/10","N","Yes","Compliance Inspection","","",""
"{5B7FDB9F-5A06-428F-A1EE-00D5E7EF6400}","3F2C89AE-A004-499C-892B-8E2486A14100","2015/02/26","N","Yes","Compliance Inspection","","",""
"{B6530650-EF74-4DD9-A47E-00D7894FE876}","D921C8EE-E74D-4810-9F25-596D7E765E02","2015/01/27","N","Yes","Compliance Inspection","","",""
"{1B573E84-84FB-40C2-AFC0-00D7F2E35105}","9764F20D-78D2-40AE-866C-9D7DF36DB095","2014/09/04","N","No","Compliance Inspection","","",""
"{EBE91AB1-A0B2-4844-93F9-00DD6594B02D}","C59B2D9A-8C4B-4D2D-BA73-613562E5D724","2014/06/04","Y","Yes","Compliance Inspection","","Re-inspection Required",""
"{0694649A-2F3A-4782-BEC5-00E35FBF37B9}","3B65320B-CE07-4BF1-B3B9-78D6A73E1D01","2015/04/28","N","Yes","Compliance Inspection","","",""
"{0A465A0B-DACD-436E-9A40-00E6371FE189}","9836E4CC-DFE5-47CA-A83A-BF4E305B07CF","2014/11/10","N","No","Compliance Inspection","","",""
"{4DC39D94-E9D2-472F-A305-00E8AC7FBA8E}","325B8971-A7A3-4FD0-A9AA-6913F2AD7BC9","2015/09/02","N","No","Compliance Inspection","","",""
"{6CC970E2-F999-43FA-9E1B-00EA4A6A4480}","F815E7EE-F4EE-4C73-B4FB-4BEA2FB1E405","2013/12/05","N","No","Compliance Inspection","","",""
"{A91524FF-F38F-4024-81CA-00EB74FA9CD6}","ACBA6EE4-51B0-4569-A6FE-A487C113FBFE","2014/07/11","N","No","Compliance Inspection","","",""
"{0CAB650B-7660-4F81-8CA2-00EDA807524E}","22D52991-2AE1-40E1-882A-18544125028E","2015/07/20","N","No","Compliance Inspection","","",""
"{72F7A483-648E-4848-8EC7-00EF0B1A5A20}","910941DC-A97D-4EC2-9E7C-7C510AE319CC","2014/09/25","Y","No","Re-inspection","","Re-inspection Required",""
"{D178350A-469F-431A-A8D7-00F1EF15B995}","5451BF7C-E860-4838-9412-02F195368955","2014/10/24","N","No","Compliance Inspection","","",""
"{25464119-39E5-4077-B3B8-00F69D17CE2E}","8483EA05-0673-4F80-939C-72515ED521D4","2014/11/25","N","Yes","Compliance Inspection","","",""
"{64E58F1F-4AB2-4C01-9281-00FC565B486A}","041FE545-EF86-4440-8C63-1EE994E91EDA","2015/01/19","N","No","Compliance Inspection","","",""
"{88BB3A5D-D78D-42AC-93AA-00FF955E816A}","EFFEDEC1-3E10-4C51-B7F5-882EFF09D73B","2014/10/01","N","No","Compliance Inspection","","",""
"{47BB5C6A-05E4-4718-BDD0-0100063CAF81}","57C9CB89-9864-496B-84D1-15B25749861A","2014/05/01","N","Yes","Compliance Inspection","","",""
"{444F1052-2955-46D1-8CE6-01015196BEAC}","82BE8114-B9DC-40B0-B2BA-4083FBDA69E2","2014/03/04","N","No","Compliance Inspection","","",""
"{5AD41FA6-D2AA-406D-BD3A-010449B04702}","DB9F4D75-4A16-4E87-93B2-7AD350B3B216","2015/11/02","N","Yes","Compliance Inspection","","",""
"{67C2BBCB-8DFC-4B8F-9939-0107771908FF}","38ADF90E-B60F-43D2-8243-049AAEA73358","2015/10/20","N","Yes","Compliance Inspection","","",""
"{E86843D9-BF9B-48AE-959C-010F3EA80266}","D0B3BAED-6E17-4CCF-94DC-5F9D9A382BFB","2015/04/10","N","Yes","Compliance Inspection","","",""
"{F9569C7E-9BA8-42CB-B70C-011EE905B218}","FCD36DC9-990D-4D2F-A23B-AA43B680D651","2015/04/28","N","No","Compliance Inspection","","",""
"{4064CB4E-2C81-4F15-ABB8-0122140FE622}","3D5D5271-C837-419B-B297-196DF8E60A8B","2015/09/22","N","No","Re-inspection","","",""
"{34A10E84-4E20-4387-A93E-0126DF56037B}","BED684F0-E30C-4042-9EC1-225AE1A91755","2015/06/02","N","Yes","Compliance Inspection","","",""
"{D106939C-06E1-47A6-B4DA-0129D908A53B}","1637D023-E3A4-495E-8D78-F638C88292B9","2014/07/03","N","No","Compliance Inspection","","",""
"{C06AC4FF-E60D-4990-953D-012B9C281586}","5DE09A55-7074-4A67-B833-BC01DB3E64D5","2015/08/29","N","No","Compliance Inspection","","",""
"{9F1E560D-5BCB-4541-908B-012C0363E102}","D08DD819-9DEC-41D8-8FDB-678CDDD5668D","2015/05/04","N","No","Re-inspection","","",""
"{616C97C9-5592-491F-9F74-012CADAF5267}","D918FB35-DB2C-43C4-890B-4669B44D0B54","2014/09/10","N","No","Compliance Inspection","","",""
"{F9ECA152-460F-456E-A460-01386409B44D}","46ACB4D7-C554-4E72-89AF-78620BC3003C","2015/05/25","Y","Yes","Compliance Inspection","","Re-inspection Required",""
"{32038FFA-2411-48E5-B9AC-0138F100FA7E}","0471785C-4509-4840-AA9B-D659DA189A85","2015/05/06","N","No","Compliance Inspection","","",""
"{9EC948FD-8445-4F53-9338-013C4F907DC0}","F377A3C4-783D-4B68-AA54-AD42902BF99D","2014/04/22","N","No","Compliance Inspection","","",""
"{52B3814A-6C66-416D-ADAC-0148E067CF29}","20EBED62-B921-4B30-82D6-C2E4497E8479","2015/09/24","N","No","Compliance Inspection","","",""
"{65D2535C-E849-4307-8BF2-015ACF34CAD8}","DF262027-27AA-4635-BE49-93463B5F8EF6","2013/12/20","N","No","Compliance Inspection","","",""
"{2F8E9514-C7F5-4A2C-BFE8-015CF0F1AAE1}","B6811D3C-C31D-4879-91B4-3C0FCC10276D","2014/07/09","Y","No","Re-inspection","","Re-inspection Required",""
"{37D968B4-E146-4D9F-A5D5-015DC3F36F64}","564C5B52-ED36-4113-BB20-3BDE0163E1A0","2014/10/30","N","Yes","Compliance Inspection","","",""
"{092F02BE-44F4-4140-B150-01601DCD1A81}","60408255-EFAD-492A-B074-11EDEA010483","2014/06/10","N","No","Compliance Inspection","","",""
"{8CD95B45-6A9C-403A-B946-0163FE46D3AB}","7CA7AA83-16FF-421A-8AB6-8CC00B17469C","2015/07/17","Y","No","Compliance Inspection","","Re-inspection Required",""
"{A5ED8D24-E151-4552-8FC8-016657A5F4AF}","E9E44C01-644B-4013-B3C3-95F3B1A957E3","2015/10/08","Y","Yes","Compliance Inspection","","Re-inspection Required",""
"{C92088C2-3C1C-421A-BAFE-016788F82262}","5757C1CF-1126-4357-8D12-5D987315FEA1","2014/06/09","Y","Yes","Compliance Inspection","","Re-inspection Required",""
"{0052BCCF-0FE0-40EC-A2FD-0173AB760F4A}","FF2F3D19-32F9-4157-A3FA-011DD3AF8A79","2014/10/15","N","Yes","Compliance Inspection","","",""
"{9C62EAC0-A994-4A34-B48A-01777F221D9C}","F44A0911-292E-4CB9-A023-48D746CAB2D2","2015/09/10","N","No","Re-inspection","","",""
"{C99506D2-48AD-4D8B-9FAE-0178742EC20A}","BF4AE1CD-CCE5-4889-9E84-F9814EA2AB31","2015/09/29","N","No","Compliance Inspection","","",""
"{5C13F41A-885A-458B-AB00-01812DE288D7}","8E2ED856-2A16-409F-9F56-358A77633675","2014/08/13","N","Yes","Compliance Inspection","","",""
"{251B2359-9B35-4B34-98FA-0184560525EF}","65E6DAF6-22E1-4BAF-8370-D5CF3FD865F4","2014/03/28","N","Yes","Compliance Inspection","","",""
"{480066EC-E70C-4076-BA56-0185FC20A61D}","738993E5-9C15-4ED7-883B-51F2ACD4BEEC","2014/12/04","N","No","Compliance Inspection","","",""
"{D515D2AF-EE8D-40BD-93B3-01879A616FF5}","4510F6F5-819C-47C5-8447-2A641AE9FAFE","2014/05/27","N","Yes","Compliance Inspection","","",""
"{6CAC8DEC-38C7-4EBD-BDCA-0187F689C286}","035017BE-90A2-460A-8322-036F10E224D4","2013/11/19","N","No","Compliance Inspection","","",""
"{F5602CA4-DDCB-4714-882B-0188571E353E}","78712F8D-4E26-4538-93A5-460246FFC63D","2015/07/15","N","No","Re-inspection","","",""
"{A7FFB17A-B989-4398-BA42-018919E4B21E}","3E1CC488-9D99-4B41-86B4-DE66600CB499","2015/04/22","N","No","Compliance Inspection","","",""
"{A4C5B5AB-A8DB-4A6E-A759-018A4ADE1330}","9D1C5653-28C3-4959-9B4B-9CC7BBB61CAA","2014/05/22","N","No","Compliance Inspection","","",""
"{7B472793-50E8-4F2A-8123-018F5237156A}","D94AEC40-0AA4-4597-A6E3-AEFC9E93F905","2014/06/19","N","No","Compliance Inspection","","",""
"{8EF00633-A91C-45BF-8F26-01992C411A15}","3699230A-2563-4FA7-A4A4-DC934E3C3531","2015/09/09","N","No","Compliance Inspection","","",""
"{77414F2D-812D-4B32-9FB3-019C1CB8B717}","51F5EE0A-C251-4F60-8A07-F7A6DA433AD5","2014/08/06","N","No","Compliance Inspection","","",""
"{1845E559-EB21-4819-AEC7-019ECC81AE23}","9F7733E1-A3C7-4583-9FF8-F6A6A92B520D","2015/07/14","N","Yes","Compliance Inspection","","",""
"{5A3F442F-36E5-46BE-9D0B-01A1F1994C33}","082FB8AD-8EFD-4C2F-AE74-959CAB9FBD7C","2014/11/13","N","Yes","Compliance Inspection","","",""
"{890F48E6-D551-44EC-A07A-01A747242CE0}","79D55A56-4FCC-465A-86C6-B7A833AC2D84","2014/03/22","N","No","Compliance Inspection","","",""
"{8D57E3E6-B087-4F93-A647-01A90A5A2A8F}","CC330105-E69C-4C03-8EB6-A2C779445439","2015/10/01","N","Yes","Compliance Inspection","","",""
"{567BE4EA-0A52-4D46-910A-01BAB995020B}","9732FA95-A7BD-48F5-8FBE-9B74AFF01448","2015/01/15","N","No","Compliance Inspection","","",""
"{DDB5FB6D-7C0B-4DAE-8B3E-01BBD70C5B4A}","89BE9004-F2DC-4318-B9C6-09E5CE62894F","2014/11/21","N","No","Compliance Inspection","","",""
"{AC55CC16-AFA7-4807-AEF1-01BE0428D689}","A0CE11C7-648B-4B95-A8F7-84F460CC747F","2015/06/13","N","No","Compliance Inspection","","",""
"{734E6F80-213A-485B-8346-01BE70C3F4F2}","CE422EF0-B24F-4BDB-8062-5F187D23B92F","2013/12/09","N","Yes","Compliance Inspection","","",""
"{41F7545F-4770-409F-AA8E-01C32A78AE51}","877CAC95-2AC4-40F3-AE05-894C074459A2","2015/08/06","N","No","Compliance Inspection","","",""
"{E0EE9199-9155-48AD-AB78-01C69A55E2AF}","5451BF7C-E860-4838-9412-02F195368955","2013/11/26","N","No","Compliance Inspection","","",""
"{BD548692-3D6E-47FF-ABD2-01CC0C1C1B84}","1C96C962-8EAF-4590-9259-3DFCD99DCE09","2014/06/02","N","No","Compliance Inspection","","",""
"{8BF964D0-F041-4DB8-8F35-01CD8BBB1EB4}","452FA219-A949-4382-957B-14520DEDC039","2014/05/27","N","No","Compliance Inspection","","",""
"{A900CF78-4413-4DE8-A948-01D41C30EA34}","AE73D0C7-4399-44DD-8BD4-D3859FD0AD48","2015/09/22","Y","No","Compliance Inspection","","Re-inspection Required",""
"{2B675EE7-7C8C-4B48-9CC0-01DD094BAF35}","2DE6F30D-79A4-4A16-9CC2-4E20844CAA8B","2013/11/15","N","No","Re-inspection","","",""
"{DF62A296-ADB6-4A15-AA7B-01DE4D90663B}","590155AC-48A2-4A63-A76A-49F52AE244A3","2014/08/06","N","No","Compliance Inspection","","",""
"{79068C64-F852-474B-8022-01FC885A3FC0}","BBBAAC93-EC28-43BA-8A16-08E21FA2C268","2014/10/20","Y","No","Compliance Inspection","","Re-inspection Required",""
"{9B2588D0-71E8-40B8-A236-01FE3631624A}","1CDD24A3-1E22-468F-9C1E-055C6C365AFA","2013/11/26","N","No","Compliance Inspection","","",""
"{6D38305D-45A1-4BD7-942F-02007F3C5AD2}","96A407DB-96EB-471F-B771-973A35F4C19E","2014/01/29","N","No","Compliance Inspection","","",""
"{E1748DD2-4AE9-4956-810D-02051CF88B39}","5EE30232-8258-4A25-AB3C-A75B1A2E2222","2015/01/22","N","No","Compliance Inspection","","",""
"{0701E40A-C89D-4663-A6C5-02077C33E9E8}","F07EC035-9B15-41C6-9320-7347C7CD2CA7","2014/07/24","N","No","Compliance Inspection","","",""
"{E2A9E896-4607-432A-9B9D-020B77EFA812}","C1E6CEE3-ED13-4718-8B0F-4395BDF087FE","2014/02/06","N","Yes","Compliance Inspection","","",""
"{BAAE64AD-4DAD-4AA3-9A05-02128DAE420F}","AD112F63-6921-412E-B232-0B2C442452D4","2015/05/20","N","No","Compliance Inspection","","",""
"{82287001-A3B7-442A-BB1F-0217A6E3E11B}","688AD2D0-52D7-42E4-BBEB-9276830D86B5","2014/12/03","N","Yes","Compliance Inspection","","",""
"{3D7B99E5-C46B-4019-A546-0219F6F00DA6}","C7361659-99E6-4472-9771-510F8EF4FD93","2015/02/23","N","No","Compliance Inspection","","",""
"{00D03252-7345-487B-AFC1-021E28F08003}","8130A885-8ECC-463D-B522-B23148DC14D8","2015/01/22","N","No","Re-inspection","","",""
"{ADCB05F9-C8E4-48E8-85E0-021F20E3C3CC}","D7AD6164-2F60-4F99-8537-109CD5DFA0A3","2014/05/16","N","No","Compliance Inspection","","",""
"{3A16ED6B-0476-4D88-B0DB-02200ABE8686}","C85D9650-7A83-4886-8D6F-9C4D21FC9A3F","2015/10/30","N","Yes","Compliance Inspection","","",""
"{19E6074A-1FC3-4990-A4E1-0227D697862B}","953B059F-2483-484D-A0F4-37C90C1805AA","2014/01/09","N","No","Compliance Inspection","","",""
"{575EC229-2E2F-49AD-9913-02286B55160D}","6276C6FF-AE58-45E3-A8B1-A9F86EF6D51E","2015/10/26","N","No","Compliance Inspection","","",""
"{8DD05B71-10B6-49C0-96CC-022CC540E401}","8CA3DCD8-669C-42F3-AB0F-AE7EFC108DA1","2014/05/29","N","No","Re-inspection","","",""
"{73F74BF0-70B4-4B1B-AF6C-0232D701C98F}","BFB2E488-A089-45FD-BA14-CCAF053F486B","2015/02/24","N","Yes","Compliance Inspection","","",""
"{6A4BE1B0-A0D5-4F05-A641-0235B5623F72}","CD2D9CD5-419F-4902-B445-76DFF88E9B9B","2015/04/25","N","No","Compliance Inspection","","",""
"{1A80BB4A-A3FD-43BC-807C-023C4EF463C0}","3869C003-BCCB-4ACC-AA38-48E8297B7B04","2014/12/01","N","No","Compliance Inspection","","",""
"{55EE0333-6657-401B-A914-0248C1300501}","8EC58E69-53E0-49FC-9859-ED25C53ED071","2014/10/08","N","Yes","Compliance Inspection","","",""
"{4A291142-941A-4627-A167-0249919F1666}","F1453980-2520-459B-8A86-E559C690A570","2014/07/08","N","Yes","Compliance Inspection","","",""
"{E8560BC8-1F78-4B36-A3F7-024AF2383AAA}","BF4FA6B8-54D3-4550-AEB9-C969D7D6600D","2014/07/15","N","No","Compliance Inspection","","",""
"{693A05B4-7312-4692-9DBF-024D41E44C59}","0339E29A-BF1E-4787-AD55-85E5ACE8642F","2014/09/25","N","Yes","Compliance Inspection","","",""
"{15EF83C0-E0B2-4032-8B18-02500581DCD8}","FBD1A136-177F-40C7-AE38-20D7F252E7C0","2014/03/14","N","No","Compliance Inspection","","",""
"{0C6E57D4-AD47-4E22-A9C0-02510CCF6A34}","96D1BA53-3F96-4ABC-8392-871313676045","2014/01/06","N","Yes","Compliance Inspection","","",""
"{41F7AB1E-3477-4A64-863E-0252C956D6BA}","58E931B3-9D8A-4B09-A848-479503B06B30","2014/03/07","N","No","Re-inspection","","",""
"{067987C7-12D5-4851-A4AC-02533C7ED4A3}","861D3B54-1DB7-4697-8C09-6EF8B637B457","2015/03/17","N","Yes","Compliance Inspection","","",""
"{C6A681EE-9D38-4DA0-8777-026551D9A25F}","BCDD05F1-CC12-4772-BFFA-7B68921935D9","2014/01/17","N","No","Compliance Inspection","","",""
"{4DE19E40-AB98-4E45-AAD3-026626B8C446}","20F54E0F-919F-472D-BA3F-40BDC81181C5","2014/05/27","N","No","Compliance Inspection","","",""
"{C5CDCE4C-0517-401F-A9E4-02673C7A6201}","9D0CC486-9CB4-4840-86F1-520F2A5ED17D","2014/07/11","N","No","Compliance Inspection","","",""
"{D6CD4E5F-1866-4F5B-BE29-026ECE389808}","77713AF7-CA1F-48D5-82CC-9CE838385935","2014/08/18","N","Yes","Compliance Inspection","","",""
"{DF95F2FA-040A-4B6D-8787-0270BC91559D}","58A18D3C-6430-4371-9476-FD1AEFA42956","2015/06/23","N","No","Compliance Inspection","","",""
"{DD76FE99-1E3D-4568-9675-0270C72BCAAB}","3778E70A-F757-4371-B4D0-4822BBDDE2AB","2015/04/13","N","No","Compliance Inspection","","",""
"{2EAEE3B1-1B72-4556-A6EA-0279047482E9}","8A4D54E0-F1F4-4170-96F8-0199C35D378E","2014/12/15","N","No","Compliance Inspection","","",""
"{50FE575F-B419-4EBF-A4A1-02821332C666}","1757F137-508F-4F84-8463-4323BEFACF8A","2015/07/15","N","Yes","Compliance Inspection","","",""
"{C1157654-0CD3-4DBB-B8AA-02856A3CD7FA}","2E3725F3-5B04-4EC6-8B13-F68AF30768DE","2015/04/14","N","No","Re-inspection","","",""
"{D30A2183-55EF-49FF-8B2D-02861215A3FF}","F7AACCD2-0E12-4C8A-BDCD-C00F42F18A99","2015/05/21","N","Yes","Compliance Inspection","","",""
"{FCDD1D16-2637-4072-AEC2-02866F126B13}","9C8FB108-2E7C-490E-B51F-C3F43814FFAE","2015/03/06","Y","No","Re-inspection","","Re-inspection Required",""
"{E98306FB-2FEA-4815-9A88-0288D612BB97}","817B2E64-5132-4043-B7C2-BC0474902F89","2015/08/20","N","No","Compliance Inspection","","",""
"{B6BCB79F-C63C-455A-8B42-0288E2BDABC9}","BFDEF4FF-77B2-4B67-B452-DED5BE41A329","2015/03/23","N","No","Compliance Inspection","","",""
"{71D0E9DC-B331-4CCC-9565-028D37ABE54E}","CE039FF4-C043-47BF-9573-51B03D70D22D","2015/05/27","N","No","Compliance Inspection","","",""
"{8940A16E-7749-4C64-99DF-028EB17A4744}","EAE2C9C4-472C-4692-BA29-A96F16BA9D7C","2015/07/21","N","Yes","Compliance Inspection","","",""
"{FC43A7E7-A366-470F-8BF2-028F41F25F28}","952C5F49-6D39-4A2B-B2AF-46AE2245CAEA","2015/11/10","N","Yes","Compliance Inspection","","",""
"{729DDCF9-6FD8-4A3C-931D-0293DF6AB67C}","D7C5C409-288D-42C9-A3B1-C5F1732BADF5","2015/10/22","N","Yes","Compliance Inspection","","",""
"{D1A9461A-2E09-4454-A2EF-02945EA5ECEB}","8EC58E69-53E0-49FC-9859-ED25C53ED071","2015/05/26","N","Yes","Compliance Inspection","","",""
"{EDCC8E9E-8CA0-4093-906D-029DBC3983E2}","8963EF03-2C1E-4C14-A17A-283B4F27C89F","2014/06/12","N","Yes","Compliance Inspection","","",""
"{0117D6ED-31BB-494B-8B71-02A0D4257B9A}","2517EE4A-A5E7-42BB-93B9-CFA72568BD3F","2015/05/28","N","No","Compliance Inspection","","",""
"{58C0CB11-574C-4252-B09B-02A3ACD2BD07}","81949F9E-386C-42CA-ACDB-303E89FCF741","2015/05/04","N","Yes","Compliance Inspection","","",""
"{C32AB6A6-55F1-4F33-9824-02A4E211CA09}","FFE0ABB2-3322-4B40-94B2-72D959095BCB","2014/07/31","N","Yes","Compliance Inspection","","",""
"{38E8C01B-1EB3-4772-B7E2-02A69FC31E08}","1280CBA4-D575-4FE3-BB6F-911AB5707C96","2015/02/09","N","No","Compliance Inspection","","",""
"{636BD1EA-00D3-43BF-8392-02A7BCF14180}","DC2DE891-1A02-4E98-B13D-B155D1C4C9B8","2015/02/27","Y","No","Compliance Inspection","","Re-inspection Required",""
"{0C5080C8-F809-445A-832B-02B0F4FECBCB}","E60D2ED3-FE9A-485B-BE6E-74FE49D89A51","2014/10/24","N","No","Compliance Inspection","","",""
"{069B755F-FCE0-4691-B926-02B44B17F53E}","68FBFCAB-4425-4086-890E-95768B6288C2","2015/11/04","N","Yes","Compliance Inspection","","",""
"{A090AEE1-74BF-43F4-A6F2-02B5270EEE59}","C37313F8-6619-4790-8595-4E038E9BB2D9","2015/01/21","N","No","Compliance Inspection","","",""
"{DF169445-1E1B-44E6-A402-02B8F3027853}","CA2DE6BF-1AAA-44A2-A8F1-32AF9E2D0B93","2014/02/12","N","Yes","Compliance Inspection","","",""
